Year_Month,Mean_Sea_Level,North_Extent,South_Extent,Moving_Average_North,Moving_Average_South
2003-03-01,7.019,15.484903225806452,4.444354838709677,11.686476368208947,11.614626135366455
2003-04-01,7.016,14.512066666666668,7.208266666666666,11.681766923764503,11.619265024255347
2003-05-01,7.127,13.016064516129031,10.735806451612904,11.678832246345145,11.624531959739217
2003-06-01,6.991,11.604033333333332,13.985366666666666,11.676608357456256,11.631516959739217
2003-07-01,6.965,9.214774193548388,16.401967741935483,11.674428518746579,11.636076099524162
2003-08-01,7.089,6.935870967741936,17.582483870967742,11.671102443477762,11.636832013502659
2003-09-01,7.092,6.1161,18.298299999999998,11.668764387922206,11.634791180169323
2003-10-01,7.099,7.848290322580645,18.198,11.660949065341562,11.635378276943518
2003-11-01,7.09,10.125333333333334,16.109533333333335,11.651004065341562,11.63594049916574
2003-12-01,7.082,12.588354838709678,10.56358064516129,11.644915624481346,11.641192380886169
2004-01-01,6.98,14.02641935483871,5.590516129032259,11.639054334158764,11.646399101316275
2004-02-01,7.006,14.914379310344827,3.583551724137931,11.633658387935448,11.64961590139838
2004-03-01,7.089,14.99258064516129,4.526193548387097,11.628983119118244,11.64942289064569
2004-04-01,7.045,13.987333333333334,7.279766666666666,11.621477285784913,11.649907890645691
2004-05-01,7.155,12.558419354838708,10.470032258064515,11.612594221268782,11.650424826129562
2004-06-01,7.14,11.447066666666668,13.78,11.607849776824338,11.652257048351784
2004-07-01,7.062,9.431354838709678,16.332516129032257,11.603734723060898,11.652561618244256
2004-08-01,7.05,6.854838709677419,18.01006451612903,11.597197626286704,11.653982317168987
2004-09-01,7.055,5.9845,18.919233333333334,11.587588459620036,11.656537317168988
2004-10-01,6.986,7.925290322580645,18.456935483870968,11.579338459620036,11.659594575233506
2004-11-01,6.99,10.343266666666667,16.084833333333332,11.572839015175592,11.661297908566839
2004-12-01,6.998,12.55358064516129,10.228903225806452,11.56685326248742,11.662367801039956
2005-01-01,7.037,13.661451612903226,4.751838709677419,11.559145466788497,11.654999790287267
2005-02-01,7.066936675461746,14.372857142857143,2.969607142857143,11.5520386215504,11.650073302192029
2005-03-01,6.932,14.686612903225807,4.081612903225807,11.547259051657928,11.64553324842859
2005-04-01,7.043,14.089833333333333,7.0319666666666665,11.544269329435703,11.6435693595397
2005-05-01,7.049,12.911096774193549,10.288806451612903,11.543761264919574,11.642513714378408
2005-06-01,7.094,11.162033333333333,13.291500000000001,11.541441264919577,11.642527325489521
2005-07-01,7.084,8.648741935483871,16.15783870967742,11.538621641263662,11.645977056672317
2005-08-01,7.015,6.301129032258065,17.922483870967742,11.534928092876564,11.647162809360488
2005-09-01,7.103,5.5037666666666665,18.8048,11.530125037321008,11.650763364916044
2005-10-01,7.046,7.351967741935484,18.4768064516129,11.526150306138213,11.654489709002066
2005-11-01,7.139,10.216333333333333,16.316166666666668,11.521612528360437,11.660174986779843
2005-12-01,7.117,12.227612903225806,9.68025806451613,11.515835646640005,11.652327943769091
2006-01-01,7.097,13.46558064516129,4.163548387096774,11.509874893951833,11.638098105059415
2006-02-01,7.032,14.324964285714286,2.651392857142857,11.502959366447728,11.635321493811466
2006-03-01,7.065,14.420967741935485,3.214612903225807,11.49711071053375,11.627247569080284
2006-04-01,7.083,13.905866666666666,6.010400000000001,11.494527377200418,11.616668124635838
2006-05-01,7.028,12.517354838709677,9.45625806451613,11.489717430963857,11.60449742571111
2006-06-01,6.978,10.9195,13.344766666666667,11.48001465318608,11.600117425711108
2006-07-01,7.078,8.459838709677419,16.114129032258067,11.465811158562424,11.600071189151969
2006-08-01,6.98,6.4956129032258065,18.097645161290323,11.45177083598178,11.603040006356268
2006-09-01,6.949,5.862433333333333,19.0941,11.437436669315112,11.606894173022935
2006-10-01,6.958,7.541096774193549,18.732612903225807,11.423937744583927,11.613294710657344
2006-11-01,6.857,9.658733333333334,16.229833333333332,11.41774635569504,11.617560821768455
2006-12-01,6.888,11.954677419354839,9.854129032258065,11.410191516985362,11.61923555295125
2007-01-01,7.01,13.703032258064516,4.672580645161291,11.404237753544503,11.623196574456626
2007-02-01,7.005,14.51325,2.9046071428571425,11.396542217830218,11.626655503028056
2007-03-01,6.979,14.54209677419355,3.8348064516129035,11.388830389873227,11.629800664318378
2007-04-01,7.084,13.8452,6.418266666666667,11.382848445428783,11.629183442096156
2007-05-01,7.051,12.779677419354838,9.647806451612903,11.379536079837386,11.625215431343467
2007-06-01,6.973,11.220066666666666,13.287299999999998,11.37521691317072,11.626642653565689
2007-07-01,7.015,7.94283870967742,15.955774193548388,11.362983579837387,11.62693512668397
2007-08-01,7.046,5.3423225806451615,17.68190322580645,11.346794332525556,11.626914696576444
2007-09-01,7.019,4.267266666666667,18.860633333333332,11.326635443636668,11.629116363243108
2007-10-01,7.013,6.039709677419355,18.50774193548387,11.307495121056023,11.63340265356569
2007-11-01,7.128,9.760166666666667,15.892133333333334,11.299795121056023,11.634730709121246
2007-12-01,7.068,12.033967741935484,11.980516129032258,11.29110990600226,11.648856784390063
2008-01-01,7.113,13.887258064516129,6.413709677419354,11.284166088797958,11.665096838153504
2008-02-01,7.114,14.953448275862069,3.8945172413793103,11.277562979192048,11.672638053260236
2008-03-01,7.166,15.178903225806451,5.284451612903227,11.274069699622155,11.682446117776367
2008-04-01,7.142,14.351933333333333,8.2423,11.269569699622156,11.694016673331921
2008-05-01,7.068,12.974,11.049354838709677,11.264437710374843,11.700024200213642
2008-06-01,6.974,11.208333333333334,14.061666666666667,11.260292988152623,11.706261144658084
2008-07-01,7.013,8.677935483870968,16.09483870967742,11.254149439765524,11.707362488744108
2008-08-01,7.09,5.913064516129032,17.644516129032258,11.240851052668749,11.705388832830128
2008-09-01,7.123,4.687433333333333,18.145033333333334,11.225446052668751,11.699068277274574
2008-10-01,7.089,7.349870967741936,17.993903225806452,11.216262719335418,11.6935137073821
2008-11-01,7.131,10.342866666666668,16.248133333333335,11.215448274890973,11.693078151826544
2008-12-01,7.145,12.358483870967742,11.51174193548387,11.212113597471616,11.701346969030846
2009-01-01,7.047,13.913709677419355,5.707354838709677,11.208399618976994,11.708776001288909
2009-02-01,7.115,14.811535714285714,2.9905714285714287,11.204254678500803,11.708980763193672
2009-03-01,7.142,14.983612903225808,4.441064516129033,11.200804140866394,11.712841515881845
2009-04-01,7.123,14.495633333333332,7.798500000000001,11.195901918644173,11.720397349215178
2009-05-01,7.082,13.186709677419355,10.92574193548387,11.191199768106538,11.725900843838835
2009-06-01,7.101,11.320266666666667,13.907466666666666,11.187375601439872,11.728056121616612
2009-07-01,7.037,8.465451612903225,16.26132258064516,11.178851945525894,11.727887035595106
2009-08-01,7.058,6.135741935483871,18.097806451612904,11.16976995627858,11.729052895810158
2009-09-01,7.123,5.261633333333333,18.960466666666665,11.162643011834138,11.731253729143493
